priority	candidate_id	source_path	field	dtype	n_unique	n_missing	split_name_candidate	perturbation_name_candidate	control_value_detected	examples
15	datlinger2021_jurkat_crispr	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/datlinger2021_jurkat_crispr/DatlingerBock2021.h5ad	ngenes	int64	1543	0	False	True	False	"[""100"", ""1000"", ""1001"", ""1002"", ""1003"", ""1004"", ""1005"", ""1006"", ""1007"", ""1008"", ""1009"", ""101"", ""1010"", ""1011"", ""1012"", ""1013""]"
15	datlinger2021_jurkat_crispr	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/datlinger2021_jurkat_crispr/DatlingerBock2021.h5ad	percent_mito	float64	1	0	False	False	False	"[""0.0""]"
15	datlinger2021_jurkat_crispr	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/datlinger2021_jurkat_crispr/DatlingerBock2021.h5ad	percent_ribo	float64	10930	0	False	False	False	"[""0.0"", ""0.025087807"", ""0.026007803"", ""0.026055237"", ""0.02689618"", ""0.027247956"", ""0.027255382"", ""0.027662518"", ""0.02891009"", ""0.028935185"", ""0.02913753"", ""0.02919708"", ""0.029958058"", ""0.029985007"", ""0.030066146"", ""0.030175015""]"
15	datlinger2021_jurkat_crispr	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/datlinger2021_jurkat_crispr/DatlingerBock2021.h5ad	nperts	int64	2	0	False	False	False	"[""1"", ""2""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	ncounts	int64	9881	0	False	False	False	"[""1000"", ""10003"", ""10004"", ""1001"", ""10010"", ""10011"", ""10013"", ""10015"", ""10019"", ""1002"", ""10023"", ""10025"", ""10028"", ""10029"", ""1003"", ""10030""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	hash_umis	float64	770	74	False	False	False	"[""1.0"", ""10.0"", ""100.0"", ""1004.0"", ""1006.0"", ""101.0"", ""1011.0"", ""1013.0"", ""1015.0"", ""102.0"", ""1020.0"", ""103.0"", ""104.0"", ""105.0"", ""1050.0"", ""106.0""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	pval_demultiplexing	float64	6176	74	False	False	False	"[""0.0"", ""0.0001005325892208"", ""0.0001013112588793"", ""0.0001034916641025"", ""0.000104908921944"", ""0.0001071614061977"", ""0.0001079385940476"", ""0.0001082693879419"", ""0.0001087388148941"", ""0.0001097372194667"", ""0.000111805595773"", ""0.0001125295773427"", ""0.0001133201135798"", ""0.0001167474995999"", ""0.0001220893741517"", ""0.0001222676940644""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	qval_demultiplexing	float64	4861	74	False	False	False	"[""0.0"", ""0.0001000470898117"", ""0.0001008453065106"", ""0.0001020908201895"", ""0.0001021619342658"", ""0.0001035619028539"", ""0.0001059801547459"", ""0.0001089370184722"", ""0.0001092901563436"", ""0.0001107840317819"", ""0.0001128225407574"", ""0.0001140650353822"", ""0.0001152530982436"", ""0.0001167335315215"", ""0.0001172490452973"", ""0.0001237539413174""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	top_to_second_best_ratio	float64	22217	74	False	False	False	"[""1.0"", ""1.00034073001405"", ""1.00086730268864"", ""1.00086880973067"", ""1.00086956521739"", ""1.00091996320147"", ""1.0011580775912"", ""1.00116279069767"", ""1.00127172530733"", ""1.0012749681258"", ""1.0012836970475"", ""1.00128810648347"", ""1.00129421915444"", ""1.00142247510669"", ""1.0014440433213"", ""1.00149253731343""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	top_oligo	category	192	529	False	False	False	"[""BMS_0.1_AG07"", ""BMS_0.1_AH03"", ""BMS_0.1_AH11"", ""BMS_0.1_BG07"", ""BMS_0.1_BH03"", ""BMS_0.1_BH11"", ""BMS_0.5_AG06"", ""BMS_0.5_AH02"", ""BMS_0.5_AH10"", ""BMS_0.5_BG06"", ""BMS_0.5_BH02"", ""BMS_0.5_BH10"", ""BMS_0_AG08"", ""BMS_0_AH04"", ""BMS_0_AH12"", ""BMS_0_BG08""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	perturbation	category	5	0	False	True	True	"[""BMS"", ""Dex"", ""Nutlin"", ""SAHA"", ""control""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	dose_value	category	8	529	False	True	False	"[""0"", ""0.1"", ""0.5"", ""1"", ""10"", ""100"", ""5"", ""50""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	well	category	192	529	False	False	False	"[""AA01"", ""AA02"", ""AA03"", ""AA04"", ""AA05"", ""AA06"", ""AA07"", ""AA08"", ""AA09"", ""AA10"", ""AA11"", ""AA12"", ""AB01"", ""AB02"", ""AB03"", ""AB04""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	celltype	category	1	0	False	False	False	"[""alveolar basal epithelial cells""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	cell_line	category	1	0	False	False	False	"[""A549""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	cancer	bool	1	0	False	False	False	"[""True""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	disease	category	1	0	False	False	False	"[""lung adenocarcinoma""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	tissue_type	category	1	0	False	False	False	"[""cell_line""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	organism	category	1	0	False	False	False	"[""human""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	perturbation_type	category	1	0	False	True	False	"[""drug""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	ngenes	int64	5032	0	False	True	False	"[""1000"", ""1001"", ""1002"", ""1003"", ""1004"", ""1005"", ""1006"", ""1007"", ""1008"", ""1009"", ""1010"", ""1011"", ""1012"", ""1013"", ""1014"", ""1015""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	percent_mito	float32	23483	0	False	False	False	"[""0.42723632"", ""0.6710575"", ""0.680974"", ""0.72115386"", ""0.7290234"", ""0.77163327"", ""0.77540845"", ""0.78336036"", ""0.7896528"", ""0.8095238"", ""0.81130594"", ""0.8328376"", ""0.8356546"", ""0.83618057"", ""0.8396848"", ""0.8890607""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	percent_ribo	float32	21869	0	False	False	False	"[""0.0"", ""0.04456328"", ""0.048590865"", ""0.04957858"", ""0.05817336"", ""0.061728396"", ""0.06285355"", ""0.063451774"", ""0.06535948"", ""0.06711409"", ""0.06788866"", ""0.06798097"", ""0.06968641"", ""0.070077084"", ""0.07342144"", ""0.074074075""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	nperts	int64	1	0	False	False	False	"[""1""]"
16	srivatsan2020_sciplex2	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex2/SrivatsanTrapnell2020_sciplex2.h5ad	chembl-ID	category	1	18306	False	False	False	"[""CHEMBL407632;CHEMBL191334""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	hash_UMI_counts	float64	602	40	False	False	False	"[""1.0"", ""10.0"", ""100.0"", ""1000.0"", ""101.0"", ""102.0"", ""1021.0"", ""1024.0"", ""1026.0"", ""103.0"", ""104.0"", ""105.0"", ""106.0"", ""1060.0"", ""107.0"", ""1076.0""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	dose_value	category	13	40	False	True	False	"[""0"", ""0.05"", ""0.25"", ""0.5"", ""1"", ""10"", ""100"", ""2"", ""2.5"", ""20"", ""25"", ""5"", ""50""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	perturbation	category	8	40	False	True	True	"[""ACLY.inhibitor"", ""ACSS2.inhibitor"", ""Acetate"", ""Chloride"", ""Citrate"", ""PDH.inhibitor"", ""Pyruvate"", ""control""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	dose_value_2	category	8	40	False	True	False	"[""0"", ""0.01"", ""0.05"", ""0.1"", ""0.5"", ""1"", ""10"", ""5""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	perturbation_2	category	3	40	False	True	True	"[""Abexinostat"", ""Pracinostat"", ""control""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	cell_line	category	2	40	False	False	False	"[""A549"", ""MCF7""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	plate_id	category	7	40	True	False	False	"[""plate10"", ""plate11"", ""plate3"", ""plate4"", ""plate5"", ""plate8"", ""plate9""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	well_id	category	96	40	False	False	False	"[""A1"", ""A10"", ""A11"", ""A12"", ""A2"", ""A3"", ""A4"", ""A5"", ""A6"", ""A7"", ""A8"", ""A9"", ""B1"", ""B10"", ""B11"", ""B12""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	celltype	category	3	0	False	False	False	"[""None"", ""alveolar basal epithelial cells"", ""mammary epithelial cells""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	cancer	bool	1	0	False	False	False	"[""True""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	disease	category	3	0	False	False	False	"[""None"", ""breast adenocarcinoma"", ""lung adenocarcinoma""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	tissue_type	category	1	0	False	False	False	"[""cell_line""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	organism	category	1	0	False	False	False	"[""human""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	perturbation_type	category	1	0	False	True	False	"[""drug""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	perturbation_type_2	category	1	0	False	True	False	"[""drug""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	nperts	int64	3	0	False	False	False	"[""0"", ""1"", ""2""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	ncounts	float32	6483	0	False	False	False	"[""1000.0"", ""10003.0"", ""10005.0"", ""1001.0"", ""10012.0"", ""10014.0"", ""10018.0"", ""1002.0"", ""1003.0"", ""10036.0"", ""1004.0"", ""10044.0"", ""1005.0"", ""10053.0"", ""10058.0"", ""1006.0""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	ngenes	int64	3514	0	False	True	False	"[""100"", ""1000"", ""1001"", ""1002"", ""1003"", ""1004"", ""1005"", ""1006"", ""1007"", ""1008"", ""1009"", ""1010"", ""1011"", ""1012"", ""1013"", ""1014""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	percent_mito	float32	86175	0	False	False	False	"[""0.0"", ""0.030003"", ""0.035014007"", ""0.043346338"", ""0.04985045"", ""0.051255766"", ""0.053248137"", ""0.059241705"", ""0.064370774"", ""0.06666667"", ""0.08312552"", ""0.08354219"", ""0.0862069"", ""0.08733624"", ""0.08787346"", ""0.08857396""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	percent_ribo	float32	48874	0	False	False	False	"[""0.0"", ""0.044326242"", ""0.06082725"", ""0.06116208"", ""0.06329114"", ""0.064226076"", ""0.06963788"", ""0.07022472"", ""0.07072136"", ""0.07639419"", ""0.07782101"", ""0.08183306"", ""0.08396306"", ""0.08952551"", ""0.09199632"", ""0.09276438""]"
17	srivatsan2020_sciplex4	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/srivatsan2020_sciplex4/SrivatsanTrapnell2020_sciplex4.h5ad	chembl-ID	category	3	75942	False	False	False	"[""CHEMBL1162144"", ""CHEMBL1261"", ""CHEMBL36""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	guide_id	category	80847	0	False	True	True	"[""ATP5A1_sgRNA1"", ""ATP5A1_sgRNA1;ATP5A1_sgRNA2;PPP2R1A_sgRNA2"", ""ATP5A1_sgRNA1;FECH_sgRNA1;MAT2A_sgRNA2;PPP2R1A_sgRNA2"", ""ATP5A1_sgRNA1;GSR_sgRNA1;PPP2R1A_sgRNA2"", ""ATP5A1_sgRNA1;GSR_sgRNA2"", ""ATP5A1_sgRNA1;GSR_sgRNA2;PGGT1B_sgRNA2;RAB7A_sgRNA2;PMVK_sgRNA1;FECH_sgRNA2;UROD_sgRNA1;control;MMAB_sgRNA2"", ""ATP5A1_sgRNA1;HACD2_sgRNA2;UROD_sgRNA2;control"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;MAT2A_sgRNA1;UROD_sgRNA1;RFK_sgRNA2"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;MMAB_sgRNA1;MAT2A_sgRNA1;RFK_sgRNA1;FECH_sgRNA2;MAT2A_sgRNA2;UROD_sgRNA1;PPP2R1A_sgRNA1;PPP2R1A_sgRNA2"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;PPP2R1A_sgRNA2"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;PPP2R1A_sgRNA2;UBA1_sgRNA1;RFK_sgRNA1;PPP2R1A_sgRNA1;UROD_sgRNA2"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;UBA1_sgRNA1;MAT2A_sgRNA2"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;UBA1_sgRNA1;RFK_sgRNA1;RFK_sgRNA2"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;UBA1_sgRNA1;control"", ""ATP5A1_sgRNA1;HMGCS1_sgRNA1;UROD_sgRNA1;PPP2R1A_sgRNA2;MAT2A_sgRNA2;PPP2R1A_sgRNA1;RFK_sgRNA2;RAB7A_sgRNA2;MMAB_sgRNA1;SQLE_sgRNA1;MVK_sgRNA1;control;UBA1_sgRNA1"", ""ATP5A1_sgRNA1;KIF1A_sgRNA1;RAB7A_sgRNA2;MAT2A_sgRNA1;MAT2A_sgRNA2;UBA1_sgRNA1""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	sgRNA_read_count	category	56471	0	False	False	False	"[""1"", ""1-1"", ""1-1-1"", ""1-1-1-1"", ""1-1-1-1-1"", ""1-1-1-1-1-1"", ""1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1-1-1"", ""10"", ""10-1"", ""10-1-1""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	sgRNA_umi_count	category	26539	0	False	False	False	"[""1"", ""1-1"", ""1-1-1"", ""1-1-1-1"", ""1-1-1-1-1"", ""1-1-1-1-1-1"", ""1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1-1-1"", ""1-1-1-1-1-1-1-1-1-1-1-1-1-1"", ""10"", ""10-1""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	perturbation	category	39162	0	False	True	False	"[""ATP5A1"", ""ATP5A1_ATP5B"", ""ATP5A1_HMGCS1_HACD2_UQCRQ"", ""ATP5A1_HMGCS1_RFK"", ""ATP5A1_HMGCS1_UQCRQ"", ""ATP5A1_KIF1A_UQCRQ"", ""ATP5A1_MAT2A"", ""ATP5A1_MMAB_ATP5B"", ""ATP5A1_MMAB_UQCRQ"", ""ATP5A1_MVK_PPP2R1A_UQCRQ"", ""ATP5A1_MVK_UBA1_UQCRQ"", ""ATP5A1_MVK_UQCRQ_LSS"", ""ATP5A1_NDUFA1"", ""ATP5A1_PMVK_UQCRQ_MAT2A"", ""ATP5A1_PPP1R8"", ""ATP5A1_PPP2R1A_MMAB_RFK""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	tissue_type	category	1	0	False	False	False	"[""stem""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	celltype	category	1	0	False	False	False	"[""iPSC""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	cancer	bool	1	0	False	False	False	"[""False""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	disease	category	1	0	False	False	False	"[""healthy""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	perturbation_type	category	1	0	False	True	False	"[""CRISPR""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	organism	category	1	0	False	False	False	"[""human""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	batch	int64	2	0	True	False	False	"[""1"", ""2""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	nperts	int64	27	0	False	False	False	"[""0"", ""1"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""19"", ""2"", ""20"", ""21"", ""22""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	ngenes	int64	6484	0	False	True	False	"[""0"", ""1"", ""10"", ""100"", ""1000"", ""1001"", ""1002"", ""1003"", ""1004"", ""1005"", ""1006"", ""1007"", ""1008"", ""1009"", ""101"", ""1010""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	ncounts	float64	19518	0	False	False	False	"[""0.0"", ""1.0"", ""10.0"", ""100.0"", ""1000.0"", ""10001.0"", ""10003.0"", ""10007.0"", ""1001.0"", ""100199.0"", ""1002.0"", ""10020.0"", ""10024.0"", ""10026.0"", ""10029.0"", ""1003.0""]"
18	tian2019_ipsc_crispri	/Volumes/MOVESPEED/pgaa_cross_platform/v3b/sources/tian2019_ipsc_crispri/TianKampmann2019_iPSC.h5ad	percent_mito	float64	36847	1110	False	False	False	"[""0.0"", ""0.009380863039399626"", ""0.011727453969743168"", ""0.014283673760891302"", ""0.015206812652068127"", ""0.016246953696181964"", ""0.017274140611504576"", ""0.018147722460831166"", ""0.01832508704416346"", ""0.019387359441644048"", ""0.019940179461615155"", ""0.020028039254956942"", ""0.0202552157180474"", ""0.021696680407897594"", ""0.02201188641866608"", ""0.022753128555176336""]"
